Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Pips,Gain,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(AUD),Min(pips),Min(AUD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(AUD)
07/14/2022 11:00,07/14/2022 16:02,XAUUSD,Sell,0.030,1730.32000,1706.32000,1718.52000,1705.81000,1271.0,2.52,00:05:02:56,99.4,5h 1m,535.0,0.01,1295.0,,-7.0,,99.5,98.2,-24.00,
07/12/2022 13:04,07/13/2022 09:00,GBPUSD,Sell,0.030,1.19622,1.17222,1.18429,1.19243,-81.4,-1.59,00:19:55:27,6.3,1h 15m,90.7,8.76,9.3,,-81.4,,10.3,0.0,-90.70,
07/12/2022 09:11,07/12/2022 14:18,EURUSD,Sell,0.030,1.01448,0.99048,1.00246,1.00420,-17.4,-0.35,00:05:06:34,83.4,4h 15m,45.4,0.90,23.9,,-21.5,,52.6,9.0,-41.30,
07/12/2022 09:37,07/12/2022 10:44,GBPUSD,Sell,0.030,1.19916,1.17516,1.18716,1.18342,37.4,0.73,00:01:07:53,100.0,1h 7m,17.7,0.03,37.7,,0.0,,100.0,99.2,-0.30,
07/12/2022 06:44,07/12/2022 10:01,EURJPY,Sell,0.040,138.77100,136.37100,137.57100,137.55300,1.8,0.02,00:03:16:48,48.3,1h 35m,56.6,2.58,15.8,,-40.8,,27.9,75.3,-14.00,
07/11/2022 11:00,07/12/2022 03:38,XAUUSD,Sell,0.030,1748.75000,1724.75000,1736.86000,1732.32000,454.0,0.90,00:16:38:25,72.1,11h 59m,781.0,0.85,545.0,,-463.0,,54.1,91.0,-91.00,
07/12/2022 01:11,07/12/2022 03:31,EURUSD,Sell,0.030,1.01618,0.99218,1.00419,1.00355,6.4,0.12,00:02:20:44,15.8,22m,15.5,2.05,6.4,,-13.1,,32.8,100.0,0.00,
07/07/2022 16:00,07/08/2022 06:03,XAUUSD,Sell,0.030,1751.70000,1727.70000,1739.52000,1741.50000,-198.0,-0.39,00:14:03:53,6.0,50m,1023.0,8.06,113.0,,-910.0,,11.0,69.6,-311.00,
07/06/2022 20:04,07/06/2022 21:19,XAUUSD,Sell,0.030,1749.16000,1725.16000,1737.08000,1734.54000,254.0,0.49,00:01:14:58,49.4,37m,311.0,0.80,254.0,,-203.0,,55.6,100.0,0.00,
07/06/2022 15:49,07/06/2022 16:53,XAUUSD,Sell,0.030,1776.36000,1752.36000,1764.42000,1755.84000,858.0,1.70,00:01:03:15,100.0,1h 3m,457.0,0.00,1051.0,,0.0,,100.0,81.6,-193.00,
07/06/2022 11:12,07/06/2022 15:30,XAUUSD,Sell,0.030,1783.82000,1759.82000,1771.76000,1759.78000,1198.0,2.44,00:04:17:58,100.0,4h 17m,414.0,0.00,1203.0,,0.0,,100.0,99.6,-5.00,
07/06/2022 09:44,07/06/2022 11:50,GBPUSD,Sell,0.030,1.20737,1.18337,1.19537,1.19499,3.8,0.07,00:02:05:47,15.1,18m,37.7,5.29,6.0,,-31.7,,15.9,94.2,-2.20,
07/06/2022 09:49,07/06/2022 11:41,EURUSD,Sell,0.030,1.03873,1.01473,1.02679,1.02510,16.9,0.34,00:01:52:00,90.2,1h 41m,18.2,0.21,23.4,,-4.8,,83.0,77.0,-6.50,
07/06/2022 09:32,07/06/2022 11:06,EURJPY,Sell,0.040,139.97600,137.57600,138.77100,138.76600,0.5,0.00,00:01:34:25,2.2,2m,50.9,102.04,0.5,,-50.9,,1.0,100.0,0.00,
07/06/2022 03:52,07/06/2022 09:55,AUDUSD,Sell,0.030,0.69263,0.66863,0.68059,0.68061,-0.2,-0.01,00:06:02:51,56.2,3h 23m,28.9,0.47,26.3,,-12.4,,68.0,31.5,-26.50,
07/06/2022 08:00,07/06/2022 09:44,GBPUSD,Sell,0.030,1.20552,1.18152,1.19351,1.19542,-19.1,-0.40,00:01:44:39,87.7,1h 31m,43.1,0.80,24.0,,-19.1,,55.7,0.0,-43.10,
07/06/2022 06:49,07/06/2022 08:01,EURJPY,Sell,0.040,140.19200,137.79200,138.99200,138.61100,38.1,0.76,00:01:12:04,100.0,1h 12m,10.9,0.03,39.0,,0.0,,100.0,97.7,-0.90,
07/05/2022 21:22,07/06/2022 02:31,EURUSD,Sell,0.030,1.03802,1.01402,1.02604,1.02625,-2.1,-0.04,00:05:09:41,4.9,15m,14.9,2.82,3.9,,-11.0,,26.2,59.7,-6.00,
07/05/2022 21:27,07/06/2022 02:10,EURJPY,Sell,0.040,140.47500,138.07500,139.27800,139.24100,3.7,0.06,00:04:42:32,8.2,23m,37.2,3.18,8.9,,-28.3,,23.9,86.0,-5.20,
07/05/2022 20:25,07/06/2022 00:03,GBPUSD,Sell,0.030,1.20568,1.18168,1.19377,1.19505,-12.8,-0.27,00:03:37:37,26.2,57m,36.7,1.43,15.1,,-21.6,,41.1,24.0,-27.90,
07/05/2022 09:06,07/05/2022 11:08,EURJPY,Buy,0.040,140.91700,143.31700,142.12000,140.91700,-120.3,-2.37,00:02:01:53,6.6,8m,138.4,9.41,13.3,,-125.1,,9.6,3.5,-133.60,
07/01/2022 18:21,07/01/2022 19:00,GBPUSD,Sell,0.030,1.21420,1.19020,1.20218,1.20470,-25.2,-0.51,00:00:38:55,0.0,0s,37.0,37.04,0.0,,-37.0,,0.0,31.9,-25.20,
07/01/2022 16:03,07/01/2022 18:09,XAUUSD,Sell,0.030,1805.36000,1781.36000,1792.94000,1805.75000,-1281.0,-2.51,00:02:05:46,4.8,6m,1412.0,9.78,131.0,,-1281.0,,9.3,0.0,-1412.00,
07/01/2022 17:00,07/01/2022 17:05,GBPUSD,Sell,0.030,1.21363,1.18963,1.20171,1.19871,30.0,0.58,00:00:05:24,100.0,5m,5.4,0.03,35.4,,0.0,,100.0,84.7,-5.40,
07/01/2022 12:18,07/01/2022 13:12,XAUUSD,Sell,0.030,1808.30000,1784.30000,1796.27000,1792.68000,359.0,0.70,00:00:53:48,,,,,,,,,,,,
07/01/2022 12:06,07/01/2022 13:08,AUDUSD,Sell,0.030,0.69365,0.66965,0.68166,0.68036,13.0,0.25,00:01:01:47,98.4,1h 0m,7.1,0.05,13.0,,-0.7,,94.9,100.0,0.00,
07/01/2022 07:00,07/01/2022 10:12,AUDUSD,Sell,0.030,0.69521,0.67121,0.68318,0.68150,16.8,0.32,00:03:12:31,90.2,2h 53m,19.9,0.22,17.4,,-3.9,,81.7,97.2,-0.60,
06/30/2022 17:17,06/30/2022 21:52,EURJPY,Sell,0.040,142.92900,140.52900,141.73100,142.09900,-36.8,-0.71,00:04:35:23,8.0,22m,65.0,5.37,10.2,,-54.8,,15.7,27.7,-47.00,
06/30/2022 15:40,06/30/2022 15:42,XAUUSD,Sell,0.030,1822.10000,1798.10000,1810.06000,1821.47000,-1141.0,-2.17,00:00:01:40,,,,,,,,,,,,
06/30/2022 11:51,06/30/2022 14:40,XAUUSD,Sell,0.030,1828.71000,1804.71000,1816.71000,1804.70000,1201.0,2.33,00:02:48:37,100.0,2h 48m,343.0,0.00,1201.0,,0.0,,100.0,100.0,0.00,
06/30/2022 09:17,06/30/2022 10:44,XAUUSD,Sell,0.030,1829.68000,1805.68000,1817.67000,1814.23000,344.0,0.67,00:01:27:34,100.0,1h 27m,202.0,0.00,359.0,,0.0,,100.0,95.8,-15.00,
06/30/2022 09:20,06/30/2022 09:58,EURUSD,Sell,0.030,1.05844,1.03444,1.04645,1.04424,22.1,0.43,00:00:38:24,60.6,23m,6.3,0.17,22.1,,-3.7,,85.7,100.0,0.00,
06/28/2022 01:46,06/28/2022 03:01,EURJPY,Buy,0.040,142.02800,144.42800,143.23200,143.41900,18.7,0.35,00:01:14:56,30.7,23m,6.9,0.37,18.7,,-6.9,,73.0,100.0,0.00,
06/24/2022 09:01,06/24/2022 12:29,GBPUSD,Buy,0.030,1.21471,1.23871,1.22669,1.23006,33.7,0.66,00:03:28:33,56.3,1h 57m,36.0,0.69,33.7,,-23.3,,59.1,100.0,0.00,
06/23/2022 20:12,06/24/2022 01:39,EURJPY,Sell,0.040,142.94700,140.54700,141.75500,141.84500,-9.0,-0.19,00:05:26:51,5.2,16m,47.1,6.25,6.5,,-40.6,,13.8,67.1,-15.50,
06/23/2022 09:12,06/23/2022 10:15,EURUSD,Buy,0.030,1.04404,1.06804,1.05604,1.05471,-13.3,-0.27,00:01:02:22,88.9,55m,31.9,0.72,18.6,,-13.3,,58.3,0.0,-31.90,
06/22/2022 09:25,06/22/2022 10:50,EURUSD,Sell,0.030,1.06237,1.03837,1.05037,1.05041,-0.4,-0.02,00:01:25:30,93.0,1h 19m,31.8,0.11,31.4,,-3.6,,89.7,9.1,-31.80,
06/21/2022 19:14,06/22/2022 04:00,EURJPY,Buy,0.040,142.31200,144.71200,143.49500,143.40800,-8.7,-0.18,00:08:45:56,92.8,8h 8m,64.2,0.27,50.4,,-13.8,,78.5,7.9,-59.10,
06/21/2022 11:00,06/21/2022 17:48,EURUSD,Buy,0.030,1.04364,1.06764,1.05564,1.05662,9.8,0.18,00:06:48:50,54.1,3h 41m,36.7,0.40,26.2,,-10.5,,71.4,55.3,-16.40,
06/21/2022 13:15,06/21/2022 14:31,EURJPY,Buy,0.040,141.70300,144.10300,142.89800,143.47200,57.4,1.10,00:01:15:22,98.7,1h 14m,19.7,0.01,57.9,,-0.7,,98.8,99.1,-0.50,
06/20/2022 18:00,06/20/2022 21:00,EURUSD,Buy,0.030,1.04151,1.06551,1.05351,1.05061,-29.0,-0.58,00:03:00:00,12.8,23m,31.8,10.79,2.7,,-29.1,,8.5,0.3,-31.70,
06/17/2022 14:51,06/17/2022 17:35,GBPUSD,Buy,0.030,1.21589,1.23989,1.22788,1.21768,-102.0,-1.98,00:02:44:44,6.1,10m,108.4,21.14,4.9,,-103.5,,4.5,1.4,-106.90,
06/17/2022 14:00,06/17/2022 16:34,EURJPY,Buy,0.040,140.35300,142.75300,141.55300,141.35400,-19.9,-0.39,00:02:33:26,7.2,11m,56.5,14.29,3.7,,-52.8,,6.5,58.2,-23.60,
06/17/2022 10:06,06/17/2022 15:46,XAUUSD,Buy,0.030,1831.07000,1855.07000,1843.07000,1851.20000,813.0,1.57,00:05:40:41,99.5,5h 38m,757.0,0.08,910.0,,-71.0,,92.8,90.1,-97.00,
06/16/2022 22:52,06/17/2022 10:24,GBPUSD,Buy,0.030,1.22264,1.24664,1.23462,1.23049,-41.3,-0.81,00:11:31:54,27.4,3h 9m,106.7,7.27,12.9,,-93.8,,12.1,49.2,-54.20,
06/16/2022 22:39,06/17/2022 01:14,EURUSD,Buy,0.030,1.04454,1.06854,1.05654,1.05588,-6.6,-0.14,00:02:34:37,0.7,1m,21.4,22.78,0.9,,-20.5,,4.2,65.0,-7.50,
06/16/2022 21:09,06/16/2022 22:20,GBPUSD,Buy,0.030,1.22334,1.24734,1.23530,1.23813,28.3,0.53,00:01:10:45,80.3,56m,21.2,0.14,29.9,,-4.2,,87.7,95.3,-1.60,
06/16/2022 04:40,06/16/2022 11:42,AUDUSD,Buy,0.030,0.68901,0.71301,0.70101,0.69848,-25.3,-0.49,00:07:02:01,43.7,3h 4m,75.0,3.49,16.7,,-58.3,,22.3,44.0,-42.00,
06/16/2022 01:46,06/16/2022 02:59,AUDUSD,Buy,0.030,0.68769,0.71169,0.69973,0.70177,20.4,0.38,00:01:12:39,76.8,55m,4.4,0.22,20.4,,-4.4,,82.3,100.0,0.00,
06/14/2022 05:28,06/14/2022 17:12,XAUUSD,Sell,0.030,1837.46000,1813.46000,1825.48000,1813.15000,1233.0,2.47,00:11:43:36,57.3,6h 43m,734.0,0.48,1233.0,,-586.0,,67.8,100.0,0.00,
06/14/2022 00:20,06/14/2022 17:06,GBPUSD,Sell,0.030,1.22578,1.20178,1.21368,1.20370,99.8,2.04,00:16:45:38,40.3,6h 45m,66.8,0.57,107.6,,-61.7,,63.6,95.4,-7.80,
06/14/2022 01:00,06/14/2022 12:04,EURUSD,Sell,0.030,1.05299,1.02899,1.04096,1.04574,-47.8,-0.97,00:11:04:22,16.2,1h 47m,84.7,5.95,12.2,,-72.5,,14.4,29.2,-60.00,
06/14/2022 01:00,06/14/2022 10:10,AUDUSD,Sell,0.030,0.70488,0.68088,0.69282,0.69522,-24.0,-0.49,00:09:10:37,1.1,6m,41.4,36.76,1.1,,-40.3,,2.7,39.4,-25.10,
06/13/2022 10:00,06/13/2022 13:03,EURUSD,Sell,0.030,1.05898,1.03498,1.04692,1.04582,11.0,0.21,00:03:03:50,31.0,56m,27.8,1.72,11.3,,-19.4,,36.8,99.0,-0.30,
06/10/2022 15:21,06/10/2022 17:07,GBPUSD,Sell,0.030,1.25674,1.23274,1.24472,1.23503,96.9,1.94,00:01:46:27,98.2,1h 44m,30.0,0.01,96.9,,-1.1,,98.9,100.0,0.00,
06/10/2022 15:29,06/10/2022 15:56,EURJPY,Sell,0.040,142.99800,140.59800,141.80000,140.95800,84.2,1.70,00:00:26:40,100.0,26m,7.4,0.01,84.4,,0.0,,100.0,99.8,-0.20,
06/10/2022 08:07,06/10/2022 12:25,AUDUSD,Sell,0.030,0.72272,0.69872,0.71072,0.71195,-12.3,-0.26,00:04:18:03,1.6,4m,31.3,30.30,1.0,,-30.3,,3.2,57.5,-13.30,
06/10/2022 08:12,06/10/2022 09:19,EURUSD,Sell,0.030,1.07574,1.05174,1.06375,1.06232,14.3,0.28,00:01:07:03,64.8,43m,6.3,0.28,15.5,,-4.4,,77.9,94.0,-1.20,
06/10/2022 00:14,06/10/2022 03:10,AUDUSD,Sell,0.030,0.72184,0.69784,0.70984,0.70920,6.4,0.12,00:02:56:25,64.3,1h 53m,8.8,0.50,7.8,,-3.9,,66.7,88.0,-1.40,
06/10/2022 01:00,06/10/2022 01:27,EURUSD,Sell,0.030,1.07411,1.05011,1.06194,1.06151,4.3,0.08,00:00:27:07,88.9,24m,2.4,0.04,5.7,,-0.2,,96.6,76.3,-1.40,
06/09/2022 20:06,06/09/2022 21:38,AUDUSD,Sell,0.030,0.72458,0.70058,0.71258,0.71073,18.5,0.37,00:01:31:20,96.8,1h 28m,8.9,0.06,19.7,,-1.2,,94.3,94.3,-1.20,
06/09/2022 03:42,06/09/2022 11:14,EURJPY,Buy,0.040,142.72500,145.12500,143.93200,142.71800,-121.4,-2.41,00:07:31:23,20.9,1h 34m,132.9,10.56,11.5,,-121.4,,8.7,0.0,-132.90,
06/08/2022 10:46,06/09/2022 06:47,GBPUSD,Buy,0.030,1.24344,1.26744,1.25546,1.25456,-9.0,-0.20,00:20:00:50,7.1,1h 25m,40.1,5.82,6.6,,-38.4,,14.7,65.3,-15.60,
06/08/2022 14:00,06/08/2022 22:34,EURJPY,Buy,0.040,142.45000,144.85000,143.65000,143.84600,19.6,0.37,00:08:34:22,91.3,7h 49m,68.1,0.16,58.9,,-9.2,,86.5,42.3,-39.30,
06/08/2022 04:00,06/08/2022 07:59,EURJPY,Buy,0.040,141.09600,143.49600,142.29200,142.32900,3.7,0.06,00:03:59:02,7.2,17m,33.3,4.55,6.0,,-27.3,,18.0,93.1,-2.30,
06/07/2022 20:01,06/07/2022 22:37,GBPUSD,Buy,0.030,1.24688,1.27088,1.25886,1.25984,9.8,0.18,00:02:35:59,39.8,1h 2m,20.6,1.65,9.8,,-16.2,,37.7,100.0,0.00,
06/07/2022 12:09,06/07/2022 17:33,EURJPY,Buy,0.040,140.45700,142.85700,141.65700,141.86600,20.9,0.41,00:05:24:18,62.7,3h 23m,45.8,1.12,22.2,,-24.9,,47.1,97.2,-1.30,
06/07/2022 09:47,06/07/2022 11:11,EURJPY,Buy,0.040,140.54000,142.94000,141.73700,141.98500,24.8,0.49,00:01:24:20,100.0,1h 24m,15.3,0.04,25.7,,0.0,,100.0,96.5,-0.90,
06/07/2022 09:48,06/07/2022 11:11,GBPUSD,Sell,0.030,1.25919,1.23519,1.24719,1.25281,-56.2,-1.12,00:01:23:28,14.5,12m,60.0,14.79,3.8,,-56.2,,6.3,0.0,-60.00,
06/03/2022 09:53,06/03/2022 15:30,AUDUSD,Buy,0.030,0.71278,0.73678,0.72483,0.72352,-13.1,-0.26,00:05:36:27,69.2,3h 52m,30.7,0.74,17.6,,-13.1,,57.3,0.0,-30.70,
06/03/2022 13:40,06/03/2022 14:58,EURUSD,Buy,0.030,1.06164,1.08564,1.07361,1.07266,-9.5,-0.19,00:01:17:40,74.4,57m,19.3,0.97,9.8,,-9.5,,50.8,0.0,-19.30,
06/03/2022 10:18,06/03/2022 13:40,EURUSD,Buy,0.030,1.06262,1.08662,1.07462,1.07372,-9.0,-0.18,00:03:22:08,74.3,2h 30m,25.7,0.68,15.3,,-10.4,,59.5,5.4,-24.30,
06/03/2022 04:00,06/03/2022 13:10,XAUUSD,Buy,0.030,1861.46000,1885.46000,1873.52000,1866.47000,-705.0,-1.36,00:09:10:45,0.4,2m,1023.0,128.21,8.0,,-1015.0,,0.8,30.3,-713.00,
06/03/2022 10:04,06/03/2022 10:40,GBPUSD,Buy,0.030,1.24397,1.26797,1.25597,1.25804,20.7,0.39,00:00:35:35,100.0,35m,3.9,0.05,20.7,,0.0,,100.0,100.0,0.00,
06/03/2022 03:03,06/03/2022 10:03,GBPUSD,Buy,0.030,1.24517,1.26917,1.25718,1.25613,-10.5,-0.21,00:07:00:14,76.2,5h 20m,27.3,0.65,16.5,,-10.8,,60.4,1.1,-27.00,
06/03/2022 03:06,06/03/2022 03:31,XAUUSD,Buy,0.030,1856.30000,1880.30000,1868.28000,1872.46000,418.0,0.80,00:00:25:38,100.0,25m,78.0,0.00,496.0,,0.0,,100.0,84.3,-78.00,
06/02/2022 23:45,06/03/2022 02:04,XAUUSD,Buy,0.030,1856.30000,1880.30000,1868.36000,1869.93000,157.0,0.29,00:02:19:00,94.3,2h 11m,51.0,0.16,157.0,,-25.0,,86.3,100.0,0.00,
06/02/2022 20:14,06/02/2022 21:36,XAUUSD,Buy,0.030,1854.98000,1878.98000,1866.99000,1869.22000,223.0,0.43,00:01:22:21,87.9,1h 12m,171.0,0.11,247.0,,-26.0,,90.5,91.2,-24.00,
